Date,GS.N,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA
2011-11-28,90.78,24.9499,15.1440,40.1772,31.6693,-35.8089,85.7143,7.1429,-458041800.0000,550368280.4123,74.6694,74.6065
2011-11-29,88.81,32.3117,22.5042,36.4690,30.7713,-55.3534,78.5714,0.0000,-463919100.0000,545203380.4123,73.8871,74.1870
2011-11-30,95.86,58.4532,38.5716,42.4955,28.1647,99.2973,71.4286,0.0000,-453047900.0000,555371701.1020,73.4459,74.1419
2011-01-12,94.43,26.8019,26.3564,50.2321,21.9214,6.5178,14.2857,71.4286,-327566400.0000,657819589.3943,135.1945,134.8559
2011-02-12,97.25,,,,,,,,,,,
2011-05-12,99.82,23.8397,22.7085,29.6088,30.9607,-258.2737,100.0000,0.0000,-389932500.0000,613369484.1500,119.1159,119.0095
2011-06-12,101.16,,,,,,,,,,,
2011-07-12,105.13,18.0896,36.9654,41.0856,18.0012,-86.0944,35.7143,7.1429,-434536400.0000,577293894.2203,105.6738,105.8395
2011-08-12,99.92,28.3758,28.5667,36.8074,39.5215,-61.6229,85.7143,7.1429,-487857300.0000,560501104.5207,99.6392,98.1513
2011-09-12,101.45,15.4995,16.1743,32.4746,31.4667,-101.3900,100.0000,50.0000,-499961300.0000,556018034.9129,86.9160,85.5779
2011-12-12,98.03,27.3279,52.5683,54.1792,30.6946,0.7757,14.2857,78.5714,-426748900.0000,539840164.9065,78.1381,78.8220
2011-12-13,95.04,17.9020,33.8011,53.7441,28.0403,-72.3987,7.1429,71.4286,-436854600.0000,534917661.5681,78.8455,78.9222
2011-12-14,93.25,8.5783,17.9361,40.6595,26.0829,-126.7348,0.0000,64.2857,-445230900.0000,530652429.0528,78.9559,78.2170
2011-12-15,91.9,6.5969,11.0258,43.3775,24.5928,-136.5733,0.0000,57.1429,-453394100.0000,522489229.0528,78.9687,77.7797
2011-12-16,90.1,2.8427,6.0060,39.1629,24.2024,-126.3219,7.1429,50.0000,-463447600.0000,513525539.3509,78.7430,77.1265
2011-12-19,87.7,2.7090,4.0495,35.2455,25.0517,-128.5494,100.0000,42.8571,-472992900.0000,507779363.7290,78.0276,76.2881
2011-12-20,90.98,18.1460,7.8992,33.8072,25.3981,-83.5620,92.8571,35.7143,-464382100.0000,513716960.1469,77.2418,75.4857
2011-12-21,92.0,38.2137,19.6896,38.0881,25.1820,-58.0260,85.7143,28.5714,-457959600.0000,519218828.7476,76.5032,75.0067
2011-12-22,94.42,67.3074,41.2224,41.7910,23.1418,-1.6659,78.5714,21.4286,-449679100.0000,524721692.6716,75.5782,74.7719
2011-12-23,93.79,80.2243,61.9152,50.0311,21.2739,26.1908,71.4286,14.2857,-453598600.0000,524462694.8743,75.0725,74.9697
2011-12-26,,,,,,,,,,,,
2011-12-27,91.9,77.7408,75.0909,46.4845,20.1382,4.6582,64.2857,7.1429,-457270600.0000,521046456.0683,74.6051,74.9424
2011-12-28,90.12,51.4972,69.8208,41.8220,20.1233,-45.2444,57.1429,0.0000,-461188000.0000,517377572.2620,74.0026,74.6524
2011-12-29,91.01,29.6405,52.9595,39.2766,20.1099,-34.4861,50.0000,0.0000,-456897500.0000,518614286.4327,73.7473,74.2594
2011-12-30,90.43,13.9885,31.7087,39.1282,20.1653,-43.0528,42.8571,0.0000,-461080300.0000,516857510.4327,73.4104,73.9291
2012-02-01,,69.8304,72.6919,77.0410,50.9649,199.3955,21.4286,100.0000,-407065100.0000,570150143.3540,86.8331,86.2978
2012-03-01,95.36,70.2680,64.5645,59.1441,27.3135,209.2498,21.4286,100.0000,-378306300.0000,580141653.7842,92.4507,92.5405
2012-04-01,94.74,,,,,,,,,,,
2012-05-01,94.58,79.9143,80.6011,45.9356,18.4967,103.6404,57.1429,7.1429,-421099900.0000,569086718.2539,91.3079,92.0179
2012-06-01,93.42,19.8321,32.0594,26.9379,49.8259,-201.7620,100.0000,0.0000,-473474900.0000,525113450.2195,77.4734,78.0870
2012-09-01,94.69,,,,,,,,,,,
2012-10-01,98.33,50.6623,35.7910,57.2603,33.2671,37.9938,78.5714,21.4286,-435726200.0000,546794187.7303,94.5864,93.8729
2012-11-01,99.76,72.0016,46.5273,59.7104,28.3066,65.8788,64.2857,42.8571,-424686800.0000,549302631.2711,98.5266,98.0801
2012-12-01,101.21,,,,,,,,,,,
2012-01-13,98.96,85.8147,84.1997,58.6575,24.6757,67.4630,21.4286,92.8571,-454746700.0000,544898161.2228,76.2864,76.9719
2012-01-16,,,,,,,,,,,,
2012-01-17,97.68,60.9534,78.9806,60.2712,26.5309,60.7993,14.2857,100.0000,-462788200.0000,539257599.8731,76.9338,77.3255
2012-01-18,104.31,56.1484,67.6388,61.2999,29.4443,130.8381,7.1429,100.0000,-444827900.0000,550418483.6838,77.4163,77.6701
2012-01-19,107.68,64.1163,60.4060,75.0142,32.6470,187.6805,0.0000,100.0000,-433347000.0000,557736718.1867,78.3381,79.0068
2012-01-20,108.74,90.6305,70.2984,76.3864,35.7698,152.3483,7.1429,100.0000,-424907300.0000,562060946.1019,79.4080,80.2562
2012-01-23,108.19,89.8607,81.5358,77.8635,38.8794,119.3269,0.0000,100.0000,-431999100.0000,557780688.1137,80.5835,81.4487
2012-01-24,108.87,86.5161,89.0024,70.7216,40.4500,83.9119,21.4286,92.8571,-427455200.0000,561591186.7102,81.6478,82.1770
2012-01-25,108.27,73.7965,83.3911,68.4245,41.5515,62.4134,14.2857,85.7143,-435382800.0000,565948741.6771,82.3576,82.6914
2012-01-26,108.56,64.5779,74.9635,72.6236,42.9624,69.7297,7.1429,78.5714,-428473200.0000,562265650.9282,83.2114,83.4586
2012-01-27,111.77,67.4572,68.6105,69.0239,44.7603,85.8800,0.0000,100.0000,-420069600.0000,569091282.3693,83.7884,83.9640
2012-01-30,109.73,68.8885,66.9745,73.5352,46.3783,67.9491,0.0000,92.8571,-426426500.0000,570131502.3693,84.7782,84.7559
2012-01-31,111.47,79.3569,71.9009,74.0519,48.3760,120.0866,28.5714,100.0000,-418398100.0000,573208254.4651,85.7441,85.4503
2012-01-02,113.45,,,,,,,,,,,
2012-02-02,113.39,70.9278,73.3717,79.4149,53.2948,139.3043,14.2857,92.8571,-413689300.0000,566870647.1065,87.4805,87.2429
2012-03-02,117.53,70.5857,66.5538,72.4649,28.4827,184.9653,14.2857,100.0000,-385350400.0000,573704803.7842,93.1968,93.4320
2012-06-02,117.39,,,,,,,,,,,
2012-07-02,115.98,84.8456,63.4102,56.4610,21.6865,95.5003,71.4286,42.8571,-462598700.0000,532513708.6309,76.0515,76.0344
2012-08-02,116.15,54.6743,73.0983,53.9789,22.0035,7.0280,42.8571,78.5714,-461886000.0000,538456425.5798,78.3699,79.2373
2012-09-02,115.88,,,,,,,,,,,
2012-10-02,114.12,58.5795,47.5843,59.7882,32.6696,55.3957,71.4286,14.2857,-432044900.0000,544137249.4695,94.4342,94.1150
2012-02-13,114.53,31.4524,46.1590,69.6215,54.1688,-6.8059,7.1429,64.2857,-417055000.0000,571713963.7375,92.0713,91.4764
2012-02-14,112.87,25.0357,33.7146,59.0910,49.9351,-132.5017,0.0000,57.1429,-421925300.0000,572688023.7375,92.3090,91.3810
2012-02-15,113.17,28.2803,28.2561,57.4241,47.0268,-73.5102,7.1429,50.0000,-415813500.0000,567934401.5152,92.3626,91.2477
2012-02-16,114.74,41.8702,31.7287,53.7447,43.2636,-72.7101,0.0000,42.8571,-409441100.0000,573396458.6581,92.2114,91.0178
2012-02-17,115.91,62.3248,44.1584,63.2365,40.9640,43.2594,0.0000,35.7143,-404258800.0000,574364580.6361,92.1994,91.2677
2012-02-20,,,,,,,,,,,,
2012-02-21,116.63,79.2543,61.1498,65.2378,39.6232,106.8355,0.0000,100.0000,-398938400.0000,572806079.6260,92.1858,91.5828
2012-02-22,114.36,69.9346,70.5046,65.2378,36.9271,20.8586,64.2857,92.8571,-403446900.0000,568519049.8015,92.1417,91.8405
2012-02-23,115.8,63.4513,70.8801,57.1517,33.6215,7.5261,57.1429,85.7143,-397837300.0000,574023539.8030,91.9825,91.8186
2012-02-24,115.87,55.5064,62.9641,62.6212,31.4630,81.8362,50.0000,78.5714,-392959800.0000,573131953.7815,91.9129,92.0480
2012-02-27,116.23,62.3790,60.4455,54.4450,28.5353,46.2452,42.8571,71.4286,-388589600.0000,576147553.0435,91.9129,91.9738
2012-02-28,117.11,64.6178,60.8344,60.2911,27.5132,127.9954,35.7143,100.0000,-382141400.0000,576733753.0435,91.9518,92.1789
2012-02-29,115.14,58.8076,61.9348,61.8158,26.4930,65.9428,28.5714,92.8571,-388792100.0000,570083053.0435,92.2078,92.4211
2012-01-03,121.13,36.8416,26.8235,48.0039,19.8297,130.0753,35.7143,7.1429,-452435100.0000,520363619.3215,73.4312,74.0139
2012-02-03,119.96,76.0020,72.2534,81.0160,55.7296,165.7187,7.1429,100.0000,-406234800.0000,574050326.8300,88.1439,88.2010
2012-05-03,118.63,36.3558,59.5900,43.3323,17.7098,-96.3467,42.8571,0.0000,-429911100.0000,566944836.5967,91.1651,91.8546
2012-06-03,113.67,,,,,,,,,,,
2012-07-03,116.4,96.5889,82.8238,58.1856,23.4992,124.0921,64.2857,100.0000,-460347600.0000,534407157.2290,76.2797,76.4505
2012-08-03,117.17,53.1652,61.4539,56.3721,21.7479,59.3659,35.7143,71.4286,-458602900.0000,540680622.5679,78.7631,79.3961
2012-09-03,117.29,,,,,,,,,,,
2012-12-03,116.99,40.7791,46.7423,50.4239,14.5247,24.1538,14.2857,71.4286,-426052900.0000,535935999.5894,96.1564,96.1751
2012-03-13,124.54,75.9448,60.6128,58.4088,20.7051,161.4493,7.1429,100.0000,-375919800.0000,581287527.7737,94.3634,94.1089
2012-03-14,120.37,71.8429,68.7662,71.3501,22.5282,100.5135,0.0000,100.0000,-390757000.0000,569682193.1202,95.0063,95.1691
2012-03-15,123.06,74.9655,74.2511,61.6356,24.1690,95.5923,50.0000,92.8571,-383511400.0000,574857621.6917,95.4686,95.6294
2012-03-16,122.93,68.4159,71.7414,64.2884,25.6457,89.4159,42.8571,85.7143,-390937100.0000,578813937.2654,95.6043,96.2059
2012-03-19,124.3,78.0246,73.8020,63.6813,27.9768,99.1777,35.7143,100.0000,-382916400.0000,579658221.4760,95.8715,96.6528
2012-03-20,126.02,77.3872,74.6092,64.8947,30.6846,112.2818,28.5714,100.0000,-374669400.0000,581307621.4760,96.4630,97.1001
2012-03-21,125.99,76.8619,77.4246,71.0225,33.1215,108.9755,21.4286,92.8571,-379489900.0000,581243348.1426,97.4278,97.9317
2012-03-22,124.74,69.0240,74.4244,63.7024,34.8151,70.3924,14.2857,85.7143,-384518300.0000,580631785.9805,97.9944,98.3362
2012-03-23,126.18,66.7585,70.8815,65.9125,36.8134,83.8633,7.1429,78.5714,-379357700.0000,582997999.9543,98.6557,98.8233
2012-03-26,128.07,73.8698,69.8841,68.6844,39.0993,129.9984,0.0000,100.0000,-374913700.0000,586739456.7597,99.4230,99.4262
2012-03-27,126.33,71.9573,70.8618,71.1599,41.3242,91.7143,0.0000,100.0000,-380360700.0000,581854448.8232,100.2409,100.1135
2012-03-28,126.36,64.8606,70.2292,61.1108,40.7393,34.0177,0.0000,92.8571,-375172800.0000,584143712.6328,100.3677,100.3125
2012-03-29,123.76,37.4437,58.0872,59.4621,38.9664,-57.2673,0.0000,85.7143,-380711600.0000,581202624.7621,100.6831,100.4111
2012-03-30,124.37,29.7789,44.0277,55.7762,37.3708,-94.3980,0.0000,78.5714,-376060200.0000,581833168.1806,100.8107,100.3503
2012-02-04,124.9,,,,,,,,,,,
2012-03-04,122.71,,,,,,,,,,,
2012-04-04,119.96,18.0541,23.0046,42.0540,30.7117,-198.2740,100.0000,57.1429,-383204100.0000,577032454.8059,100.5041,99.5637
2012-05-04,118.0,14.0422,37.6327,34.4901,19.3200,-180.0639,100.0000,7.1429,-435411200.0000,562439992.7872,90.9139,91.3196
2012-06-04,,20.0466,26.0569,24.4030,51.7052,-191.9763,100.0000,14.2857,-478807500.0000,521723902.8510,77.1255,77.4892
2012-09-04,117.02,69.0006,72.2148,63.9360,33.0777,137.5079,57.1429,100.0000,-438179600.0000,540831517.1726,84.7944,84.6938
2012-10-04,114.56,83.1726,72.3210,63.1599,31.3374,131.2294,57.1429,0.0000,-425265300.0000,548689964.2020,94.2941,94.6470
2012-11-04,115.93,,,,,,,,,,,
2012-12-04,120.39,26.8458,38.7593,49.3313,14.5774,-125.5488,7.1429,64.2857,-429644500.0000,533588087.4834,96.2710,96.1554
2012-04-13,115.09,42.6960,31.3252,48.2090,29.2645,-67.4875,78.5714,14.2857,-395797600.0000,565209384.1831,96.2873,96.0175
2012-04-16,117.73,54.1715,45.4505,40.4028,27.9481,-51.1301,71.4286,7.1429,-388660000.0000,569533321.5744,95.6797,95.6508
2012-04-17,116.86,33.8201,43.5625,47.7698,25.5211,-19.4720,64.2857,0.0000,-401554400.0000,561168399.1948,95.2969,95.6791
2012-04-18,115.33,36.1738,41.3884,37.2791,24.7763,-102.2885,100.0000,0.0000,-408191800.0000,560235014.8198,94.5296,95.0296
2012-04-19,113.6,22.7724,30.9221,38.3879,25.1460,-168.5905,100.0000,0.0000,-417432100.0000,557932614.4875,94.0705,94.5477
2012-04-20,112.44,11.4132,23.4531,35.9185,25.5637,-161.4051,100.0000,7.1429,-422801700.0000,553259611.2443,93.6258,93.9798
2012-04-23,111.75,11.2532,15.1463,29.8423,27.1077,-164.3580,100.0000,0.0000,-429849300.0000,558875078.6240,93.1812,93.0205
2012-04-24,114.11,26.3498,16.3387,33.6673,26.2607,-72.3684,92.8571,0.0000,-425147400.0000,563166844.0445,92.7221,92.3873
2012-04-25,113.98,49.9041,29.1690,45.0334,24.7679,-37.2962,85.7143,0.0000,-430228000.0000,563443194.6722,92.6210,92.3874
2012-04-26,114.56,71.4423,49.2321,41.3113,23.0479,-9.5918,78.5714,0.0000,-425640400.0000,564353285.3604,92.3690,92.1422
2012-04-27,114.41,77.8017,66.3827,43.7703,21.4999,-6.8811,71.4286,21.4286,-429648800.0000,565543658.6938,91.9067,92.0584
2012-04-30,115.15,84.0874,77.7771,43.6686,19.7993,31.4771,64.2857,14.2857,-425408500.0000,569031242.7174,91.6715,91.9840
2012-01-05,115.33,75.7896,55.8292,50.8257,18.3356,68.6229,21.4286,85.7143,-467972600.0000,525904860.5546,74.0906,74.4922
2012-02-05,113.77,,,,,,,,,,,
2012-03-05,111.53,74.0861,71.6466,64.6699,27.3825,73.3659,7.1429,92.8571,-390963100.0000,573244746.4072,93.5567,93.8973
2012-04-05,108.99,8.1210,17.4021,38.2966,30.2744,-174.8246,100.0000,50.0000,-389307800.0000,572454679.8059,100.0755,98.8923
2012-07-05,110.04,85.6752,89.0366,61.4043,24.2396,77.6164,57.1429,92.8571,-464084500.0000,530766901.1945,76.3765,76.9493
2012-08-05,109.37,,,,,,,,,,,
2012-09-05,107.29,80.2847,73.7161,69.4230,34.9022,215.7823,50.0000,100.0000,-431808000.0000,546964926.5184,84.9297,85.0365
2012-10-05,106.32,78.0100,78.7978,68.8663,31.8361,118.8693,50.0000,100.0000,-429203600.0000,546790642.2162,94.4941,95.2314
2012-11-05,102.13,80.0947,79.5541,57.2986,28.0227,60.2663,50.0000,28.5714,-425306900.0000,548270837.1762,98.6416,98.8997
2012-05-14,99.77,4.7164,7.6399,21.6297,32.5361,-165.2896,100.0000,35.7143,-466388400.0000,548774644.0254,87.5927,86.5756
2012-05-15,99.87,5.1477,5.3188,20.7732,34.7517,-120.7278,92.8571,28.5714,-460731700.0000,543629605.3319,86.4129,85.4477
2012-05-16,98.2,3.2060,4.3567,22.7097,37.2380,-101.4645,100.0000,21.4286,-466528900.0000,537832405.3319,85.3253,84.5848
2012-05-17,97.08,1.8260,3.3932,20.0766,39.7942,-99.2310,100.0000,14.2857,-472904100.0000,531457205.3319,84.0885,83.5898
2012-05-18,95.49,2.2876,2.4399,18.8042,42.6152,-107.0393,100.0000,7.1429,-480088800.0000,526698765.1527,83.0251,82.6240
2012-05-21,96.51,12.5660,5.5599,15.8705,45.3767,-95.2164,100.0000,0.0000,-474774100.0000,528899500.0823,81.9231,81.4354
2012-05-22,97.53,27.0214,13.9583,25.6856,45.1988,-53.9659,92.8571,0.0000,-468934400.0000,526327251.2728,80.9512,80.7664
2012-05-23,98.04,47.3669,28.9848,25.4791,45.4479,-59.9183,85.7143,0.0000,-463464700.0000,530083111.9395,80.1044,80.2001
2012-05-24,96.86,53.1108,42.4997,32.7334,45.6721,-57.0458,78.5714,0.0000,-468642000.0000,528876372.8417,79.2826,79.9658
2012-05-25,96.7,53.7815,51.4197,29.1578,45.8738,-51.5980,71.4286,0.0000,-471738000.0000,526706735.0464,78.7304,79.5144
2012-05-28,,,,,,,,,,,,
2012-05-29,97.86,52.2446,53.0456,33.3652,46.3646,-13.7507,64.2857,0.0000,-467210000.0000,531162287.0464,78.4580,79.2802
2012-05-30,94.61,38.0541,48.0267,32.5950,47.2286,-117.0814,57.1429,7.1429,-472923200.0000,526366870.1790,78.2167,79.0402
2012-05-31,95.7,38.2920,42.8636,28.6339,48.2999,-94.6356,50.0000,0.0000,-468090200.0000,528087090.5180,77.7991,78.5829
2012-01-06,92.64,65.4235,65.3564,50.2991,17.1992,15.9607,14.2857,78.5714,-473913500.0000,527679415.1000,74.3115,74.5953
2012-04-06,91.0,,,,,,,,,,,
2012-05-06,92.21,,,,,,,,,,,
2012-06-06,94.96,34.8587,22.7672,32.2627,51.9198,-21.1081,85.7143,0.0000,-467725000.0000,528925100.5708,76.5786,76.4251
2012-07-06,94.0,60.7389,81.0010,47.8705,23.3692,29.7951,50.0000,85.7143,-467397300.0000,531738655.8612,76.2023,76.8341
2012-08-06,94.54,61.4818,56.4404,61.3848,22.3022,84.6655,28.5714,100.0000,-455834200.0000,541260731.1394,79.5139,79.8051
2012-11-06,92.8,77.9855,81.5487,60.5364,28.7106,124.2317,42.8571,100.0000,-421320900.0000,550682121.1268,98.6311,99.2262
2012-12-06,94.04,22.4267,25.0112,46.2112,14.9810,-114.5055,0.0000,50.0000,-424030600.0000,535521260.8386,96.1990,95.8600
2012-06-13,92.72,23.3023,36.2723,40.7659,33.2538,-31.7731,50.0000,0.0000,-476394600.0000,523569121.8385,75.6572,76.1392
2012-06-14,93.82,24.5492,29.1408,39.8576,30.3509,10.6164,42.8571,0.0000,-471933600.0000,525677634.5135,75.4992,75.9220
2012-06-15,95.66,39.5422,29.1312,42.6238,29.1228,90.4311,35.7143,7.1429,-465747400.0000,531413184.1823,75.4677,75.8527
2012-06-18,93.63,49.6265,37.9059,48.2039,28.0174,24.6445,28.5714,0.0000,-469828800.0000,528629460.0798,75.6677,76.0248
2012-06-19,96.37,64.4015,51.1900,45.2571,28.7396,195.0294,21.4286,42.8571,-464533600.0000,530415792.6099,75.9370,76.0277
2012-06-20,96.55,65.6915,59.9065,54.2218,29.4774,157.9658,14.2857,100.0000,-459592300.0000,530703850.4574,76.2572,76.4275
2012-06-21,93.9,60.6429,63.5786,53.4679,28.1240,32.9926,7.1429,92.8571,-465170000.0000,525237704.4574,76.2701,76.7238
2012-06-22,93.63,37.8894,54.7413,48.2181,26.0675,-31.9995,0.0000,85.7143,-471890200.0000,521442035.9389,76.4063,76.7492
2012-06-25,91.22,14.1220,37.5515,39.5817,25.0768,-171.3395,100.0000,78.5714,-476101500.0000,519941457.7780,76.1120,76.3360
2012-06-26,91.03,9.0077,20.3397,37.3943,24.3699,-144.3984,100.0000,71.4286,-480349500.0000,519334600.6351,75.9975,75.8704
2012-06-27,93.27,20.1789,14.4362,36.6190,22.1700,-58.7392,92.8571,64.2857,-476773400.0000,521568049.3716,75.8258,75.4455
2012-06-28,93.49,38.3481,22.5116,40.7163,20.1901,-47.6299,85.7143,57.1429,-472359900.0000,525860631.5634,75.7572,75.2297
2012-06-29,95.86,67.0369,41.8547,54.8435,20.5990,70.9403,78.5714,50.0000,-466114600.0000,529698105.0573,75.9451,75.6280
2012-02-07,97.13,90.0041,84.3304,82.4516,58.6386,78.6135,0.0000,92.8571,-415384000.0000,575219427.8640,89.5747,89.8878
2012-03-07,98.6,30.6738,49.3503,48.3724,23.9718,-36.1799,7.1429,78.5714,-393529200.0000,572085510.5825,93.4790,93.4531
2012-04-07,,,,,,,,,,,,
2012-05-07,95.92,12.1800,20.8593,29.7478,21.0483,-144.1563,100.0000,0.0000,-432143800.0000,563622359.3241,90.7541,90.5535
2012-06-07,95.47,49.3590,32.5381,46.5410,47.9803,11.5046,78.5714,21.4286,-473793400.0000,524903524.3238,76.6062,76.6984
2012-09-07,94.47,97.6318,89.4291,83.9779,41.2702,183.0205,35.7143,100.0000,-419149400.0000,557182214.1609,86.2226,87.0095
2012-10-07,94.25,,,,,,,,,,,
2012-11-07,95.13,56.4079,71.4960,54.3868,26.8849,-69.6471,100.0000,92.8571,-428396700.0000,543633799.9617,98.6943,99.2681
2012-12-07,94.02,24.6732,24.2870,48.7367,14.4712,-89.1967,0.0000,42.8571,-427991100.0000,533391959.7634,96.1661,95.8458
2012-07-13,97.43,53.4834,36.0077,49.7332,17.4383,64.2901,14.2857,50.0000,-469265400.0000,537797727.8361,77.0402,76.4667
2012-07-16,97.68,70.6399,51.2888,60.4679,18.4313,77.4361,7.1429,42.8571,-464762400.0000,540367933.3156,77.1789,76.8922
2012-07-17,97.98,82.2735,68.7989,67.3814,20.7378,118.3723,0.0000,100.0000,-455260200.0000,535458941.7748,77.4756,77.6084
2012-07-18,96.51,67.0687,73.3273,55.0622,21.6173,47.9446,0.0000,92.8571,-459703400.0000,532814828.8914,77.4933,77.7706
2012-07-19,95.0,39.3939,62.9120,52.3047,20.6886,-19.0452,0.0000,85.7143,-465867500.0000,529305126.0205,77.3635,77.7933
2012-07-20,94.16,17.8979,41.4535,45.1672,19.4132,-58.1229,42.8571,78.5714,-471411400.0000,524315616.0205,77.3498,77.4996
2012-07-23,93.16,10.0117,22.4345,38.2741,19.0730,-130.9389,100.0000,71.4286,-476172600.0000,527986144.6549,77.1160,76.8884
2012-07-24,94.47,24.1031,17.3376,43.7071,17.7257,-61.5628,92.8571,64.2857,-470870900.0000,532296159.7628,76.9966,76.5995
2012-07-25,95.96,52.7311,28.9486,49.4723,16.9784,11.6814,85.7143,57.1429,-466292000.0000,533251648.3807,77.0918,76.6094
2012-07-26,98.06,78.2290,51.6877,56.4869,17.2710,78.8646,78.5714,50.0000,-461214600.0000,537348584.9324,77.3417,76.9664
2012-07-27,101.64,93.6919,74.8840,59.0606,19.4048,153.8420,71.4286,100.0000,-454817400.0000,542411000.1996,77.6232,77.4008
2012-07-30,100.88,93.2533,88.3914,65.4708,21.3786,131.5605,64.2857,100.0000,-458477000.0000,540871168.5056,77.8989,78.1578
2012-07-31,100.9,88.0984,91.6812,61.9689,22.8026,105.1659,57.1429,92.8571,-454813000.0000,540912337.0449,77.9006,78.6468
2012-01-08,100.09,,,,,,,,,,,
2012-02-08,97.81,80.2759,85.7550,81.4397,58.3561,62.9614,0.0000,85.7143,-410425800.0000,576647389.4640,90.4053,90.5105
2012-03-08,100.98,29.0702,34.3449,56.5132,22.0218,11.8503,0.0000,71.4286,-388745100.0000,571312694.4287,93.7560,93.6417
2012-06-08,102.02,59.7818,47.9998,38.9196,44.7260,-14.8555,71.4286,14.2857,-470426700.0000,527234316.6315,76.2651,76.4806
2012-07-08,103.24,,,,,,,,,,,
2012-08-08,102.5,82.3448,75.6755,64.4019,24.4769,102.4316,14.2857,92.8571,-454340300.0000,539839195.4388,80.8396,80.7322
2012-09-08,103.6,,,,,,,,,,,
2012-10-08,103.02,71.9164,77.6997,57.2813,31.8444,77.2296,42.8571,92.8571,-427063200.0000,548221892.4295,94.6512,95.3339
2012-08-13,103.61,71.3218,75.9483,62.2388,27.6915,78.2211,0.0000,71.4286,-452603100.0000,543693874.9993,81.7532,81.7040
2012-08-14,103.26,53.6474,66.4890,66.9852,29.5706,87.1904,0.0000,100.0000,-455751300.0000,541355873.5287,82.0669,82.1185
2012-08-15,103.13,42.3943,55.7878,62.6129,31.2618,61.2212,35.7143,92.8571,-458203800.0000,539173994.2183,82.2346,82.3404
2012-08-16,103.49,33.4283,43.1567,62.1062,32.1362,43.5729,28.5714,85.7143,-455785900.0000,539990876.9121,82.6184,82.5087
2012-08-17,103.6,33.9657,36.5961,64.0801,32.9362,44.7696,21.4286,78.5714,-453276200.0000,540972933.4338,82.9783,82.7271
2012-08-20,105.28,53.8558,40.4166,60.9379,34.6037,219.8386,14.2857,71.4286,-449415400.0000,544113923.2643,83.1452,82.8339
2012-08-21,105.32,59.9703,49.2639,69.0848,36.9747,213.0561,7.1429,100.0000,-444955600.0000,541617124.0365,83.4121,83.2687
2012-08-22,104.67,63.1597,58.9952,63.3831,37.5060,90.5506,0.0000,92.8571,-449158000.0000,540550843.4395,83.5952,83.4897
2012-08-23,104.08,43.0759,55.4020,62.2659,37.9545,21.8056,0.0000,85.7143,-452741100.0000,539267344.9320,83.7710,83.6440
2012-08-24,104.96,41.7592,49.3316,55.9913,36.3579,-0.1137,0.0000,78.5714,-449214000.0000,542181036.2364,83.7863,83.6193
2012-08-27,105.12,46.0581,43.6311,62.3723,35.4275,88.7182,21.4286,71.4286,-446747200.0000,541811987.4175,83.9935,83.8278
2012-08-28,105.03,63.0115,50.2762,61.0947,34.9880,93.6543,14.2857,64.2857,-444136100.0000,541765636.5299,84.0554,83.9687
2012-08-29,105.53,72.9142,60.6612,64.6829,34.9105,117.9697,7.1429,57.1429,-441869200.0000,541275986.1299,84.2547,84.2165
2012-08-30,104.72,75.7809,70.5688,60.4177,33.1966,19.0997,0.0000,50.0000,-444692900.0000,541931084.5299,84.4110,84.3280
2012-08-31,105.72,71.8630,73.5194,63.3217,32.8628,128.7952,64.2857,42.8571,-441428800.0000,540774513.6638,84.5773,84.5178
2012-03-09,,47.3825,35.7088,56.1607,20.2668,6.4186,21.4286,64.2857,-383744500.0000,570979321.0953,93.8882,93.7799
2012-04-09,106.41,6.6033,10.9261,30.7443,30.9377,-151.2783,100.0000,42.8571,-393351100.0000,573116944.4610,99.2890,97.8482
2012-05-09,109.94,17.8386,15.3087,28.3681,25.1435,-122.8777,100.0000,57.1429,-440986800.0000,563195728.7456,89.9210,89.2894
2012-06-09,113.54,,,,,,,,,,,
2012-07-09,116.33,33.3655,59.9265,48.5760,21.7509,0.9528,42.8571,78.5714,-471518600.0000,531542403.4802,76.1636,76.7690
2012-10-09,114.68,62.6770,70.8678,60.4955,32.3861,86.7409,35.7143,85.7143,-423802600.0000,547274043.5923,94.8343,95.5813
2012-11-09,116.69,6.0407,31.1953,33.2904,26.6823,-127.4324,100.0000,78.5714,-429825700.0000,538142690.2371,98.1776,97.7065
2012-12-09,118.24,,,,,,,,,,,
2012-09-13,120.67,94.1920,91.0958,84.7485,53.2430,106.7445,7.1429,100.0000,-409980700.0000,561758892.0495,90.1984,91.2299
2012-09-14,121.36,92.3151,92.0776,87.9159,56.1656,111.8093,0.0000,100.0000,-403793000.0000,560708150.5400,91.5363,92.4988
2012-09-17,119.9,81.3096,89.2722,82.4470,57.5377,84.4375,21.4286,92.8571,-407391300.0000,558864021.7900,92.7439,93.3987
2012-09-18,119.88,67.6572,80.4273,77.3830,57.8106,64.0724,14.2857,85.7143,-410424600.0000,560077304.2097,93.8681,94.0038
2012-09-19,119.02,48.5307,65.8325,78.9037,58.0580,48.0232,7.1429,78.5714,-415242900.0000,555259004.2097,94.9590,94.6374
2012-09-20,117.63,34.3558,50.1812,64.8367,55.0176,-38.1230,0.0000,71.4286,-419691000.0000,558638794.3154,95.5284,94.7537
