Date,MSFT.O,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA
2012-04-01,27.4,,,,,,,,,,,
2012-05-01,27.68,26.2194,29.5993,56.7319,28.3080,32.6483,0.0000,50.0000,-1112326896.0000,-6269861747.2434,25.4937,25.4731
2012-06-01,28.105,36.7959,51.8963,27.9918,38.6183,-173.4208,100.0000,0.0000,-1719861096.0000,-6456860984.2433,23.5573,23.6275
2012-09-01,27.74,,,,,,,,,,,
2012-10-01,27.84,7.2106,8.0949,30.9647,25.4004,-129.6117,100.0000,57.1429,-2087744396.0000,-6374776230.9738,24.8367,24.6724
2012-11-01,27.72,69.6942,43.1358,47.7693,36.6501,88.8033,64.2857,28.5714,-2150236896.0000,-6518850876.1283,23.1485,23.1623
2012-12-01,28.0,,,,,,,,,,,
2012-01-13,28.25,74.8690,69.1496,71.6188,35.1635,80.0150,0.0000,100.0000,-1202263196.0000,-6536928242.5154,21.6947,21.7211
2012-01-16,,,,,,,,,,,,
2012-01-17,28.255,81.9900,74.4846,76.3526,37.2129,123.6463,0.0000,100.0000,-1129867896.0000,-6583683540.4321,21.8851,21.8679
2012-01-18,28.23,78.7760,78.5450,73.7359,37.7259,93.9279,7.1429,92.8571,-1194728496.0000,-6570108066.0135,22.0247,21.9750
2012-01-19,28.12,61.1973,73.9878,69.3353,38.2819,77.3171,0.0000,85.7143,-1268781996.0000,-6611248899.3468,22.1310,22.0410
2012-01-20,29.71,70.9709,70.3147,76.2614,41.0734,269.9220,0.0000,100.0000,-1102879096.0000,-6455400720.5590,22.2452,22.1902
2012-01-23,29.73,78.2047,70.1243,81.4191,43.8136,183.3435,0.0000,100.0000,-1026800996.0000,-6435113227.2256,22.4054,22.4175
2012-01-24,29.34,85.5141,78.2299,79.3206,45.3172,98.1796,0.0000,92.8571,-1078504296.0000,-6444425914.8761,22.5181,22.5920
2012-01-25,29.56,79.2561,80.9916,69.3854,46.0437,79.3492,0.0000,85.7143,-1019272596.0000,-6403576466.6003,22.6085,22.6771
2012-01-26,29.5,70.4598,78.4100,74.2275,46.7901,72.0019,0.0000,78.5714,-1068375396.0000,-6419944066.6003,22.7815,22.8246
2012-01-27,29.23,53.4564,67.7241,70.5537,46.0682,39.6755,21.4286,71.4286,-1112563096.0000,-6449402533.2669,22.9068,22.9222
2012-01-30,29.61,56.7790,60.2317,60.5622,43.6072,36.3416,14.2857,64.2857,-1061448296.0000,-6399581778.8366,22.9893,22.9328
2012-01-31,29.53,62.7656,57.6670,67.8372,41.6501,48.8388,7.1429,57.1429,-1112020696.0000,-6385593668.1983,23.0892,23.0410
2012-01-02,29.89,,,,,,,,,,,
2012-02-02,29.95,83.6424,77.3582,70.0789,40.6152,149.2991,0.0000,100.0000,-992387496.0000,-6390296527.8684,23.3447,23.2519
2012-03-02,30.24,79.6698,79.7583,80.7132,46.5970,128.8162,14.2857,100.0000,-875222496.0000,-6145237463.1645,25.1755,25.1554
2012-06-02,30.2,,,,,,,,,,,
2012-07-02,30.35,73.0981,53.8793,60.3003,16.6077,31.1055,0.0000,50.0000,-1549026696.0000,-6316264160.5427,24.4286,24.3064
2012-08-02,30.66,43.8637,61.6153,42.7063,17.4075,-53.0414,0.0000,35.7143,-1838298796.0000,-6358996994.4165,23.7752,23.7354
2012-09-02,30.77,,,,,,,,,,,
2012-10-02,30.495,8.7577,8.1187,29.1476,27.2544,-96.9790,92.8571,50.0000,-2044405496.0000,-6382555007.8968,24.7219,24.5528
2012-02-13,30.58,76.7684,85.2030,74.9804,42.4460,81.0018,28.5714,92.8571,-850491096.0000,-6285893274.1156,23.9475,23.9341
2012-02-14,30.25,62.4723,75.1466,71.5181,39.8035,18.6091,21.4286,85.7143,-910135096.0000,-6267315634.7714,24.0166,23.9858
2012-02-15,30.05,50.3042,63.1816,71.5196,37.4251,-5.2345,14.2857,78.5714,-953446396.0000,-6305814568.1047,24.0753,24.0281
2012-02-16,31.285,54.8859,55.8875,70.6998,38.7385,228.7707,7.1429,100.0000,-858741296.0000,-6251264430.5047,24.1238,24.0598
2012-02-17,31.25,64.5045,56.5649,81.2649,39.9206,173.4728,0.0000,92.8571,-928777796.0000,-6207728227.8020,24.2242,24.2150
2012-02-20,,,,,,,,,,,,
2012-02-21,31.44,85.7019,68.3641,80.5398,41.5413,144.4494,0.0000,100.0000,-877947896.0000,-6194468253.8889,24.3310,24.3390
2012-02-22,31.27,82.6151,77.6071,82.8369,43.1286,102.3423,7.1429,100.0000,-927201096.0000,-6225990301.8889,24.4506,24.4797
2012-02-23,31.37,81.0096,83.1088,73.8663,43.3403,74.6726,0.0000,92.8571,-892166396.0000,-6217083174.7703,24.5415,24.5585
2012-02-24,31.48,75.0968,79.5738,76.9699,43.5308,71.9337,7.1429,85.7143,-856590996.0000,-6186980913.2318,24.6215,24.6636
2012-02-27,31.35,67.2032,74.4365,69.1488,42.6986,51.4852,0.0000,78.5714,-891159396.0000,-6178338813.2318,24.6855,24.7148
2012-02-28,31.87,72.5406,71.6135,71.4334,43.1860,105.5865,35.7143,100.0000,-845928796.0000,-6142976707.7773,24.7638,24.7814
2012-02-29,31.74,73.0063,70.9167,76.7731,43.7995,119.0007,28.5714,100.0000,-905252396.0000,-6162751241.1106,24.8880,24.9048
2012-01-03,32.29,73.0842,68.5366,69.1557,12.0381,297.5875,0.0000,100.0000,-1482608296.0000,-6746475093.9835,20.6397,20.6485
2012-02-03,32.075,86.7588,85.3559,72.3443,40.9254,162.8156,0.0000,100.0000,-950548996.0000,-6391646156.9007,23.4494,23.3713
2012-05-03,31.8,24.6063,25.8242,52.1982,25.9861,-152.1632,0.0000,35.7143,-1181213496.0000,-6264184318.3263,25.5991,25.4639
2012-06-03,31.555,,,,,,,,,,,
2012-07-03,31.84,93.9633,74.0999,52.6373,16.1656,58.7632,7.1429,42.8571,-1528088596.0000,-6295326060.5427,24.4318,24.3050
2012-08-03,32.01,49.1725,51.7860,48.2466,16.1635,115.4444,50.0000,28.5714,-1802439396.0000,-6352760577.0252,23.6570,23.7355
2012-09-03,31.99,,,,,,,,,,,
2012-12-03,32.04,10.8125,28.0765,36.1054,27.0384,-104.8177,28.5714,0.0000,-2723544496.0000,-6812495925.3885,22.0603,22.1433
2012-03-13,32.67,81.3697,67.3003,67.5689,39.4007,177.8716,7.1429,100.0000,-852910696.0000,-6144896276.9781,25.5276,25.4533
2012-03-14,32.77,88.0958,78.7741,71.3891,40.4326,172.7264,0.0000,100.0000,-810923796.0000,-6126594294.9268,25.5791,25.5482
2012-03-15,32.85,93.2876,87.5844,74.3939,41.5190,135.4720,7.1429,100.0000,-761855496.0000,-6102060144.9268,25.6478,25.6635
2012-03-16,32.6,83.5378,88.3071,75.7024,41.8246,85.2582,0.0000,100.0000,-827481896.0000,-6138519256.0379,25.6957,25.7754
2012-03-19,32.2,55.7469,77.5241,64.2938,39.5315,12.7727,0.0000,92.8571,-872271096.0000,-6173571673.4292,25.7376,25.8124
2012-03-20,31.99,31.9792,57.0880,53.8365,35.9216,-66.9442,28.5714,85.7143,-913837896.0000,-6164447253.9171,25.7823,25.7796
2012-03-21,31.91,13.6536,33.7933,50.8773,32.6728,-75.6837,21.4286,78.5714,-951766496.0000,-6181687526.6443,25.8055,25.7324
2012-03-22,31.995,18.5950,21.4093,47.7526,29.9099,-72.2792,14.2857,71.4286,-920016996.0000,-6170046043.3110,25.7871,25.6720
2012-03-23,32.01,22.5694,18.2727,53.8423,27.8170,-71.3709,7.1429,64.2857,-884104796.0000,-6152550356.1315,25.7871,25.6647
2012-03-26,32.59,50.4705,30.5450,55.6257,26.8351,27.3637,0.0000,57.1429,-847346496.0000,-6119023555.0326,25.8047,25.6718
2012-03-27,32.52,70.6566,47.8988,63.6106,26.3382,45.6410,0.0000,50.0000,-883621396.0000,-6126278535.0326,25.8374,25.7444
2012-03-28,32.19,75.7815,65.6362,60.2086,23.7788,4.4676,78.5714,42.8571,-924966196.0000,-6148830244.1235,25.8366,25.7849
2012-03-29,32.12,56.8027,67.7469,49.7480,22.4302,-48.3607,71.4286,35.7143,-962004696.0000,-6125437507.2814,25.7783,25.7512
2012-03-30,32.255,46.2585,59.6143,56.0228,20.3082,21.0321,64.2857,28.5714,-930255296.0000,-6120288955.9301,25.7376,25.7731
2012-02-04,32.29,,,,,,,,,,,
2012-03-04,31.94,,,,,,,,,,,
2012-04-04,31.21,30.7344,40.8675,41.4203,20.3225,-201.5514,100.0000,7.1429,-986609696.0000,-6130645775.7414,25.6933,25.6641
2012-05-04,31.52,15.9838,22.4123,41.9935,25.0954,-234.6422,0.0000,28.5714,-1239140696.0000,-6311417266.0186,25.5432,25.4001
2012-06-04,,20.6672,39.5766,26.4360,40.1718,-144.2971,100.0000,0.0000,-1671934796.0000,-6456860984.2433,23.4633,23.5142
2012-09-04,31.1,42.6807,48.5629,51.3287,21.0619,-71.1652,0.0000,64.2857,-1724092396.0000,-6273892800.6205,24.7471,24.7086
2012-10-04,30.47,45.9520,25.9774,38.3547,29.2909,-51.4154,78.5714,35.7143,-1954114696.0000,-6330172126.6468,24.5329,24.4238
2012-11-04,30.345,,,,,,,,,,,
2012-12-04,30.975,5.7649,15.7697,32.3706,27.8372,-115.1857,100.0000,50.0000,-2773321996.0000,-6851974632.2851,22.0358,22.0488
2012-04-13,30.81,36.8879,22.9273,38.2346,28.6920,-51.4505,85.7143,21.4286,-1065887996.0000,-6148368087.4680,25.0465,24.9206
2012-04-16,31.075,63.6026,41.2841,40.5477,27.7094,-25.5408,78.5714,14.2857,-1027763196.0000,-6131121154.1347,24.9339,24.8887
2012-04-17,31.44,75.0915,58.5273,46.7517,25.0744,61.4267,71.4286,7.1429,-993401696.0000,-6125254556.5737,24.8581,24.9033
2012-04-18,31.14,78.7354,72.4765,46.9713,23.1120,35.3604,64.2857,0.0000,-1033954596.0000,-6135768271.3885,24.7878,24.9167
2012-04-19,31.01,59.4646,71.0972,43.9505,21.8081,51.3691,57.1429,14.2857,-1088735796.0000,-6180185460.5777,24.7455,24.9059
2012-04-20,32.42,56.1809,64.7936,62.2793,23.7686,244.0395,50.0000,100.0000,-982690796.0000,-6192809865.3396,24.8253,25.0451
2012-04-23,32.12,56.1838,57.2764,64.3133,25.4430,136.9101,42.8571,92.8571,-1044088996.0000,-6230693861.0843,24.9123,25.1823
2012-04-24,31.92,62.8665,58.4104,61.9919,26.0227,88.9474,35.7143,85.7143,-1084960096.0000,-6260902934.9973,25.0042,25.2800
2012-04-25,32.2,58.4615,59.1706,55.5332,26.5443,72.0391,28.5714,78.5714,-1022464596.0000,-6231738368.3307,25.1232,25.3178
2012-04-26,32.11,47.0956,56.1412,58.8208,27.0138,52.9418,21.4286,71.4286,-1062772696.0000,-6222636539.2984,25.2541,25.3778
2012-04-27,31.98,37.5899,47.7157,58.8208,27.2030,35.3637,14.2857,64.2857,-1104191796.0000,-6239691462.8278,25.3523,25.4269
2012-04-30,32.015,24.9886,36.5580,55.2883,27.3732,24.1416,7.1429,57.1429,-1068494596.0000,-6239691462.8278,25.4314,25.4467
2012-01-05,32.01,92.3623,81.1953,79.8533,20.2721,162.2085,35.7143,100.0000,-1346010796.0000,-6638506007.6821,20.8237,20.9364
2012-02-05,31.8,,,,,,,,,,,
2012-03-05,31.76,68.2106,78.1597,71.1461,45.1758,40.3417,7.1429,92.8571,-920462496.0000,-6152602114.3273,25.2401,25.2290
2012-04-05,30.98,23.8680,32.7403,34.2015,22.0188,-136.0914,92.8571,0.0000,-936241096.0000,-6099385801.3665,25.6406,25.5203
2012-07-05,30.65,94.6271,87.2295,58.0987,15.8360,86.1877,0.0000,35.7143,-1556890496.0000,-6277902688.9377,24.4045,24.3564
2012-08-05,30.5,,,,,,,,,,,
2012-09-05,30.76,46.5744,47.9520,45.6566,19.8527,-64.5333,0.0000,57.1429,-1690442396.0000,-6269686550.6205,24.7034,24.6619
2012-10-05,30.74,56.4414,41.8719,46.3093,28.6116,-27.3029,71.4286,28.5714,-1995248596.0000,-6353561991.3527,24.4358,24.4303
2012-11-05,31.16,92.0433,82.0266,58.1042,33.4022,116.8947,50.0000,92.8571,-2169297696.0000,-6514244702.6383,23.1696,23.4244
2012-05-14,30.68,52.4754,45.5832,41.6567,24.0790,-47.5238,78.5714,0.0000,-1324709896.0000,-6315816127.0875,24.8309,24.7567
2012-05-15,30.21,45.1389,49.6287,42.1821,23.4223,-64.9851,71.4286,28.5714,-1386532696.0000,-6366137010.8084,24.7345,24.7333
2012-05-16,29.9,23.9507,40.5217,36.8242,24.0928,-128.1153,100.0000,21.4286,-1446616396.0000,-6393071083.2222,24.6276,24.6659
2012-05-17,29.72,10.7302,26.6066,32.3913,24.7820,-143.8075,100.0000,14.2857,-1495100396.0000,-6439609497.3474,24.4925,24.5640
2012-05-18,29.27,5.5553,13.4121,29.8924,26.7631,-183.8907,100.0000,7.1429,-1551305696.0000,-6478250641.0974,24.3757,24.4514
2012-05-21,29.75,15.4629,10.5828,23.0699,28.7829,-112.6635,100.0000,0.0000,-1512517796.0000,-6443713469.8645,24.2633,24.2584
2012-05-22,29.76,33.7760,18.2647,36.7789,30.0513,-65.5028,92.8571,0.0000,-1473012896.0000,-6429159033.0224,24.2159,24.1868
2012-05-23,29.11,41.7640,30.3343,33.0122,32.8560,-130.6680,100.0000,0.0000,-1538183896.0000,-6413723796.1803,24.1644,24.0785
2012-05-24,29.07,40.0666,38.5355,31.0384,35.3803,-107.7012,92.8571,0.0000,-1590758896.0000,-6405934907.2914,24.0440,23.9621
2012-05-25,29.06,32.8384,38.2230,31.9896,37.2745,-81.0332,85.7143,28.5714,-1620266096.0000,-6427011478.7200,23.9405,23.8727
2012-05-28,,,,,,,,,,,,
2012-05-29,29.56,47.5806,40.1619,36.3773,36.8591,-12.7373,78.5714,21.4286,-1582507296.0000,-6413418310.7200,23.8411,23.8259
2012-05-30,29.34,57.6264,46.0152,35.9478,36.7572,-36.5049,71.4286,14.2857,-1624092796.0000,-6404035509.8844,23.7374,23.7832
2012-05-31,29.19,61.2667,55.4913,35.1787,37.1483,-56.0645,64.2857,7.1429,-1663226796.0000,-6402404926.5510,23.6562,23.7410
2012-01-06,28.45,96.5363,89.0127,81.2062,24.7440,140.0105,28.5714,100.0000,-1246555296.0000,-6564475221.9678,20.9443,21.1003
2012-04-06,28.55,,,,,,,,,,,
2012-05-06,28.505,,,,,,,,,,,
2012-06-06,29.35,42.0090,24.5778,36.2401,39.2235,41.2081,85.7143,0.0000,-1670789696.0000,-6429841125.3544,23.3507,23.3705
2012-07-06,29.23,74.1436,87.5780,58.3948,14.7175,-4.0301,64.2857,28.5714,-1595185296.0000,-6292199414.2711,24.3764,24.4014
2012-08-06,29.65,63.7924,52.2762,55.3006,14.7263,142.5000,42.8571,21.4286,-1774967596.0000,-6354592030.3586,23.6916,23.8042
2012-11-06,28.895,86.2487,87.5447,60.5639,33.3992,114.6158,42.8571,100.0000,-2125896196.0000,-6520865270.4349,23.2319,23.5524
2012-12-06,29.29,31.1927,17.1080,41.7404,25.5741,-36.4437,92.8571,35.7143,-2665855896.0000,-6851512949.5098,22.0129,21.9397
2012-06-13,29.13,38.3354,54.7731,46.3492,27.7580,38.7149,50.0000,85.7143,-1710039996.0000,-6445566807.2334,23.3877,23.5063
2012-06-14,29.34,43.9894,47.4493,48.2099,26.6160,42.0247,42.8571,78.5714,-1670581096.0000,-6422435727.9230,23.3901,23.5188
2012-06-15,30.02,59.6922,47.3390,52.5331,25.1473,181.1219,35.7143,100.0000,-1608266696.0000,-6372795443.1773,23.4568,23.5670
2012-06-18,29.84,76.1362,59.9392,58.4606,23.8255,138.6954,28.5714,92.8571,-1666946596.0000,-6383797924.4273,23.5670,23.6649
2012-06-19,30.7,85.8325,73.8870,61.1555,25.6585,204.0057,21.4286,100.0000,-1591220796.0000,-6366652460.2763,23.7020,23.7742
2012-06-20,30.93,84.7293,82.2327,69.3342,27.3082,159.2627,14.2857,92.8571,-1554963696.0000,-6351619028.5690,23.8668,23.9718
2012-06-21,30.135,70.8778,80.4799,69.6224,26.1578,80.4485,7.1429,100.0000,-1603420296.0000,-6393345545.2357,23.9729,24.1379
2012-06-22,30.7,66.7500,74.1190,56.6192,25.0004,69.4202,0.0000,92.8571,-1558322196.0000,-6352112996.6643,24.0605,24.1773
2012-06-25,29.865,41.4800,59.7026,56.6205,22.6230,-4.0349,0.0000,85.7143,-1600539396.0000,-6364778156.6643,24.1063,24.2096
2012-06-26,30.02,37.2217,48.4839,51.2477,20.4833,2.6203,0.0000,78.5714,-1562118096.0000,-6384570947.5733,24.1787,24.1921
2012-06-27,30.17,26.2061,34.9693,54.2985,19.1953,12.8644,14.2857,71.4286,-1528336396.0000,-6398227379.4882,24.2566,24.2056
2012-06-28,29.91,33.3015,32.2431,50.4235,18.7157,-90.5928,7.1429,64.2857,-1573664796.0000,-6373044935.0438,24.3089,24.1859
2012-06-29,30.59,55.2383,38.2486,57.8956,17.6063,43.0370,0.0000,57.1429,-1518437596.0000,-6337900353.2256,24.3780,24.2385
2012-02-07,30.56,85.0985,85.7632,71.0891,40.7486,104.4259,0.0000,100.0000,-939346296.0000,-6353207760.6248,23.5422,23.5386
2012-03-07,30.76,27.7690,45.2405,61.0258,41.2411,13.6588,0.0000,78.5714,-938054996.0000,-6170504867.2315,25.2864,25.2332
2012-04-07,,,,,,,,,,,,
2012-05-07,30.7,9.8208,16.8036,30.4549,25.4256,-208.2737,100.0000,21.4286,-1287782096.0000,-6333222031.5358,25.4146,25.2390
2012-06-07,30.185,58.5135,37.1933,52.2943,35.6769,75.8456,78.5714,0.0000,-1708582496.0000,-6459077064.9771,23.3741,23.4530
2012-09-07,30.0,64.8352,54.6257,63.0263,23.4934,102.1505,28.5714,92.8571,-1684719796.0000,-6210383387.6793,24.7487,24.7467
2012-10-07,29.74,,,,,,,,,,,
2012-11-07,29.3,63.8622,80.7181,55.3304,30.8822,46.9505,35.7143,92.8571,-2183767996.0000,-6574256673.0155,23.2966,23.6144
2012-12-07,28.63,39.2681,28.2758,41.9765,25.4334,-71.1692,85.7143,28.5714,-2712017996.0000,-6880236033.9542,21.9795,21.9297
2012-07-13,29.39,22.0348,16.8639,30.3473,20.3920,-95.8071,92.8571,57.1429,-1727023696.0000,-6336854584.3576,24.1393,23.9221
2012-07-16,29.44,36.0113,23.1174,44.2247,21.1264,-62.6387,85.7143,50.0000,-1699123096.0000,-6319203184.3576,24.0613,23.8809
2012-07-17,29.66,62.9053,40.3171,46.8398,20.3108,-24.2303,78.5714,42.8571,-1665351796.0000,-6305899338.9030,23.9825,23.8706
2012-07-18,30.45,79.4733,59.4633,46.2376,19.0923,59.5724,71.4286,35.7143,-1624261396.0000,-6264808938.9030,23.9319,23.8563
2012-07-19,30.665,92.7860,78.3882,59.4244,19.0026,131.8745,64.2857,100.0000,-1577598196.0000,-6248143510.3316,23.9255,23.9776
2012-07-20,30.115,82.3307,84.8634,64.6168,17.7046,96.7116,57.1429,100.0000,-1641619896.0000,-6303842389.3316,23.9568,24.1485
2012-07-23,29.28,53.4092,76.1753,45.6670,18.1421,-51.3075,50.0000,92.8571,-1696771796.0000,-6306745120.9106,23.9126,24.0793
2012-07-24,29.15,26.1153,53.9517,42.4741,18.7712,-62.3692,42.8571,85.7143,-1744495096.0000,-6302595268.7367,23.8451,23.9745
2012-07-25,28.83,9.0219,29.5155,42.4731,19.6044,-74.0109,35.7143,78.5714,-1790074596.0000,-6339887586.9185,23.8073,23.8887
2012-07-26,29.16,10.1902,15.1091,42.3623,19.6847,-47.8871,28.5714,71.4286,-1744773196.0000,-6369720216.1868,23.8137,23.8170
2012-07-27,29.755,36.6881,18.6334,46.2580,18.4622,-5.2110,21.4286,64.2857,-1700530596.0000,-6338024025.1420,23.8716,23.7949
2012-07-30,29.64,62.7451,36.5411,50.2898,17.3620,-3.1658,14.2857,57.1429,-1729435596.0000,-6338024025.1420,23.8933,23.8163
2012-07-31,29.47,78.6604,59.3646,46.4203,16.8066,-22.9665,7.1429,50.0000,-1767056496.0000,-6347924261.9841,23.8804,23.7944
2012-01-08,29.41,,,,,,,,,,,
2012-02-08,29.19,88.1483,86.2264,72.3114,41.4803,119.4486,0.0000,100.0000,-889687196.0000,-6305755731.7359,23.6366,23.6232
2012-03-08,29.75,32.8070,33.4393,66.3416,40.6319,79.2651,0.0000,71.4286,-901307596.0000,-6181173467.2315,25.3535,25.2969
2012-06-08,29.95,85.3184,61.9470,45.1478,32.9352,80.9008,71.4286,14.2857,-1666031396.0000,-6420578450.6914,23.3781,23.4576
2012-07-08,30.26,,,,,,,,,,,
2012-08-08,30.33,90.0366,80.1492,58.3292,14.4128,145.6876,28.5714,7.1429,-1720707096.0000,-6331255195.6363,23.8362,23.9455
2012-09-08,30.5,,,,,,,,,,,
2012-10-08,30.42,53.9199,52.1044,35.4153,28.8198,-64.6796,64.2857,21.4286,-2025000596.0000,-6346325018.3797,24.3258,24.3489
2012-08-13,30.39,75.4884,83.1394,58.8921,15.2927,65.5733,7.1429,85.7143,-1746645696.0000,-6317657117.2065,24.0597,24.1706
2012-08-14,30.13,60.0088,72.9952,61.4051,15.6907,60.7433,0.0000,78.5714,-1781197096.0000,-6330386580.3644,24.1418,24.2335
2012-08-15,30.2,52.1606,62.5526,56.5444,16.0490,51.1445,35.7143,71.4286,-1756846096.0000,-6321020811.1336,24.1996,24.2569
2012-08-16,30.78,57.8233,56.6642,61.0599,18.7126,177.1467,28.5714,100.0000,-1721058896.0000,-6302074646.4277,24.3083,24.3130
2012-08-17,30.9,76.2143,62.0661,69.0428,21.1098,180.3654,21.4286,92.8571,-1688468996.0000,-6273435037.3368,24.4365,24.4412
2012-08-20,30.74,86.0210,73.3529,66.3419,23.1902,109.5854,14.2857,85.7143,-1712206696.0000,-6269039166.9664,24.5189,24.5313
2012-08-21,30.8,85.7957,82.6770,64.6557,25.4220,94.6674,7.1429,100.0000,-1683383996.0000,-6266568649.8236,24.5907,24.5963
2012-08-22,30.54,67.1578,79.6582,59.8655,26.2217,34.3702,0.0000,92.8571,-1716821396.0000,-6283003982.0270,24.6376,24.6244
2012-08-23,30.255,47.6217,66.8584,54.5797,24.3150,-52.8414,0.0000,85.7143,-1745176996.0000,-6280345644.5270,24.6538,24.6180
2012-08-24,30.56,38.1439,50.9745,51.0723,23.6720,-5.0336,0.0000,78.5714,-1722233696.0000,-6264540260.0825,24.6499,24.5922
2012-08-27,30.69,47.9167,44.5608,63.6713,24.3708,64.0753,0.0000,100.0000,-1687542596.0000,-6280479414.1366,24.7130,24.6711
2012-08-28,30.63,62.1212,49.3939,58.0533,24.5375,25.3596,0.0000,92.8571,-1711490496.0000,-6285611106.9937,24.7454,24.7018
2012-08-29,30.65,65.5303,58.5227,56.8846,24.1458,-7.8668,14.2857,85.7143,-1688143696.0000,-6277326758.6066,24.7892,24.7198
2012-08-30,30.32,48.4071,58.6862,53.8412,22.3930,-99.3884,7.1429,78.5714,-1712125796.0000,-6289010345.7861,24.8029,24.7167
2012-08-31,30.82,54.6008,56.1794,55.3660,22.4055,61.6987,0.0000,71.4286,-1675535696.0000,-6270084431.9930,24.7770,24.7244
2012-03-09,,53.6745,38.0835,67.1489,40.0837,57.1115,0.0000,64.2857,-935935996.0000,-6195601967.2315,25.4030,25.3578
2012-04-09,30.385,17.8019,24.1348,35.9051,23.7858,-131.3545,100.0000,50.0000,-967297496.0000,-6111663912.9944,25.5703,25.4128
2012-05-09,30.39,20.0009,13.0046,24.9483,28.1703,-101.3802,100.0000,7.1429,-1283801096.0000,-6288763688.8006,25.1383,24.8991
2012-06-09,31.345,,,,,,,,,,,
2012-07-09,30.95,48.1436,72.3048,48.9727,14.3263,-68.0821,57.1429,21.4286,-1625866096.0000,-6292881209.8266,24.3619,24.3666
2012-10-09,30.72,32.8288,47.7300,36.5399,30.2977,-160.1794,100.0000,14.2857,-2070121696.0000,-6375331439.8083,24.2230,24.2881
2012-11-09,30.79,7.2326,34.7599,45.2033,25.2095,-11.8516,21.4286,78.5714,-2190318596.0000,-6660018604.1616,23.4645,23.5616
2012-12-09,30.78,,,,,,,,,,,
2012-09-13,30.935,51.5267,50.1484,57.6608,24.0699,45.7183,0.0000,64.2857,-1687780496.0000,-6210978450.7241,24.8149,24.8645
2012-09-14,31.21,66.4798,54.1241,60.1147,23.4763,114.4870,42.8571,57.1429,-1636357696.0000,-6168905250.7241,24.8537,24.9057
2012-09-17,31.21,86.0233,68.0099,63.6280,22.9857,112.1692,35.7143,50.0000,-1636357696.0000,-6149002432.5423,24.9015,24.9658
2012-09-18,31.175,93.1988,81.9006,60.6596,22.4743,90.7339,28.5714,42.8571,-1670900396.0000,-6127893004.7645,24.9541,25.0018
2012-09-19,31.052,86.7054,88.6425,60.3122,22.0141,59.3829,21.4286,35.7143,-1719772296.0000,-6168945400.7645,25.0245,25.0297
2012-09-20,31.45,87.1509,89.0184,55.3789,23.0295,117.6768,14.2857,100.0000,-1674229296.0000,-6128196400.7645,25.0609,25.0320
2012-09-21,31.19,70.4454,81.4339,65.9797,24.4846,99.5138,7.1429,100.0000,-1776578196.0000,-6191180339.2260,25.0924,25.1045
2012-09-24,30.78,49.9851,69.1938,53.3612,22.5636,-84.8489,0.0000,92.8571,-1823404096.0000,-6207514955.5051,25.1062,25.1005
2012-09-25,30.39,18.9443,46.4583,52.0744,21.2501,-155.6929,0.0000,85.7143,-1877670496.0000,-6256693880.5051,25.1272,25.0899
2012-09-26,30.165,8.2649,25.7315,38.3176,21.4322,-174.9688,100.0000,78.5714,-1932342496.0000,-6286958737.6480,25.0738,24.9827
2012-09-27,30.16,8.6865,11.9652,36.5559,22.1557,-142.7102,100.0000,71.4286,-1979472396.0000,-6284186390.5891,25.0156,24.8788
2012-09-28,29.76,8.3877,8.4464,36.8492,23.3404,-131.0032,100.0000,64.2857,-2033701696.0000,-6334244205.9738,24.9484,24.7952
2012-01-10,29.49,82.1497,89.4178,80.8102,32.4698,84.9320,14.2857,85.7143,-1246247696.0000,-6650905015.6520,21.2814,21.4633
2012-02-10,29.66,86.1990,88.9963,75.3103,42.4477,83.6810,35.7143,100.0000,-883810896.0000,-6281973297.6450,23.8159,23.8534
2012-03-10,29.86,,,,,,,,,,,
2012-04-10,30.03,17.0176,19.5625,33.6898,26.9600,-144.6754,100.0000,42.8571,-1021428796.0000,-6145115839.9607,25.4801,25.3016
2012-05-10,29.85,33.0025,20.7318,41.1742,28.3286,-65.5650,92.8571,0.0000,-1327640296.0000,-6287994580.0287,25.0377,24.8523
2012-08-10,29.78,83.4884,87.9888,62.5290,15.4800,95.2090,14.2857,92.8571,-1723596596.0000,-6329949970.5398,24.0115,24.1208
2012-09-10,29.28,70.6612,62.6546,57.6021,23.6905,20.4633,21.4286,85.7143,-1725243796.0000,-6207266156.9101,24.7956,24.7828
2012-10-10,28.98,16.3289,34.3592,29.0842,32.2705,-193.2180,100.0000,7.1429,-2117348796.0000,-6414687356.4750,24.1316,24.1604
2012-11-10,28.95,,,,,,,,,,,
2012-12-10,29.2,58.3254,42.9287,37.5771,24.4115,6.6885,78.5714,21.4286,-2664986896.0000,-6839475747.2875,21.8995,21.8830
2012-10-15,29.51,39.0144,19.8126,39.0919,33.5907,-5.9391,92.8571,0.0000,-2069932396.0000,-6409172645.6299,23.9208,23.9177
2012-10-16,29.49,61.5502,38.3903,41.1306,31.7932,3.1447,85.7143,0.0000,-2117671796.0000,-6418265864.6776,23.9022,23.9015
2012-10-17,29.59,77.6596,59.4081,38.4494,31.2148,-6.1404,78.5714,0.0000,-2073465696.0000,-6382097237.4048,23.8658,23.8661
2012-10-18,29.495,77.1277,72.1125,47.3479,30.0537,21.3427,71.4286,0.0000,-2132704196.0000,-6382097237.4048,23.8411,23.8887
