Date,INTC.O,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,Chaikin A/D,SMA,EMA
2011-03-11,24.2,16.9876,15.0532,32.0477,18.2673,-125.8091,100.0000,0.0000,100964258.0000,-4947473602.7184,14.5622,14.4665
2011-04-11,23.74,77.3167,65.4887,45.2773,23.2516,44.5960,64.2857,28.5714,-62403342.0000,-4915705064.5809,13.6575,13.6512
2011-07-11,24.28,71.9800,83.2418,64.6851,33.3950,64.8807,35.7143,85.7143,686340158.0000,-4430441306.5808,15.2040,15.3405
2011-08-11,24.75,45.2650,30.0717,22.8077,36.5568,-46.2460,85.7143,7.1429,166114258.0000,-4563472521.4386,14.6337,14.5091
2011-09-11,23.84,,,,,,,,,,,
2011-10-11,24.06,96.3610,92.2000,63.9573,22.9700,110.2725,64.2857,100.0000,241549558.0000,-4419438356.5585,15.1699,15.2253
2011-11-11,24.85,57.1221,64.2951,59.6772,22.3809,137.1770,57.1429,21.4286,890328758.0000,-4052246581.9131,16.8204,16.8473
2011-11-14,24.63,70.1688,61.7593,66.1836,22.7432,115.5310,50.0000,14.2857,840910658.0000,-4066366039.0559,16.8498,16.9317
2011-11-15,25.34,88.6035,71.9648,63.2849,24.3525,142.2298,42.8571,100.0000,918301958.0000,-4011086539.0559,16.9027,16.9854
2011-11-16,24.94,79.3745,79.3823,69.1585,25.8737,107.1781,35.7143,100.0000,844060258.0000,-4070842053.6901,16.9947,17.0891
2011-11-17,24.34,59.1331,75.7037,63.6241,24.1296,2.3958,28.5714,92.8571,781934958.0000,-4100033459.7142,17.0723,17.1447
2011-11-18,24.29,34.2271,57.5782,49.6206,22.2173,-49.4033,21.4286,85.7143,736251358.0000,-4085548415.8118,17.0813,17.0975
2011-11-21,23.57,14.8538,36.0713,47.3977,21.4938,-135.0696,14.2857,78.5714,677672058.0000,-4111909100.8118,17.1044,17.0411
2011-11-22,23.24,11.5995,20.2268,38.4989,21.4875,-143.5915,100.0000,71.4286,629192858.0000,-4127334300.8118,17.0275,16.9124
2011-11-23,22.7,5.6453,10.6995,34.7118,22.3836,-151.2162,100.0000,64.2857,576494458.0000,-4177690549.7006,16.9437,16.7638
2011-11-24,,,,,,,,,,,,
2011-11-25,22.73,6.0459,7.7636,29.9881,23.5676,-113.6202,100.0000,57.1429,604841358.0000,-4188470356.7429,16.8326,16.5801
2011-11-28,23.46,23.2759,11.6557,42.8611,23.2245,-47.8666,92.8571,50.0000,644594358.0000,-4176047544.2429,16.7607,16.5225
2011-11-29,23.58,48.7879,26.0366,46.0324,21.7256,-22.1936,85.7143,42.8571,688785458.0000,-4190777910.9096,16.6705,16.5020
2011-11-30,24.91,77.8902,49.9847,56.1948,21.5170,90.0003,78.5714,35.7143,762235658.0000,-4123534770.0645,16.6440,16.5856
2011-01-12,24.92,75.0217,57.0797,58.7318,25.4248,123.7594,78.5714,100.0000,299881458.0000,-4996919046.3929,14.1420,14.1507
2011-02-12,24.64,,,,,,,,,,,
2011-05-12,25.01,61.2072,44.7943,70.0830,54.3918,106.7129,0.0000,64.2857,984839158.0000,-4169721699.2169,15.8163,15.6885
2011-06-12,25.35,,,,,,,,,,,
2011-07-12,25.66,47.5260,69.1388,59.2238,31.3206,11.3872,28.5714,78.5714,635292058.0000,-4436822319.0808,15.3035,15.3726
2011-08-12,24.71,56.0216,40.8251,39.5753,36.8452,-26.1874,78.5714,0.0000,111931058.0000,-4589790075.7243,14.5397,14.4878
2011-09-12,25.01,69.3401,61.8585,44.7331,30.2501,23.3836,71.4286,50.0000,-136913242.0000,-4614165832.9021,13.8032,13.7655
2011-12-12,24.0,24.0981,45.3497,46.4086,21.6032,-133.6362,21.4286,78.5714,810643458.0000,-4056570946.0155,17.2650,17.1869
2011-12-13,23.56,22.9682,31.8695,44.6428,21.3104,-186.9836,14.2857,71.4286,732124458.0000,-4100737883.5155,17.3042,17.1168
2011-12-14,23.31,10.3392,19.1352,37.6617,21.7102,-149.0185,7.1429,64.2857,675729358.0000,-4111479807.3250,17.2483,16.9870
2011-12-15,23.31,7.2395,13.5156,39.5057,21.6393,-101.2005,0.0000,57.1429,675729358.0000,-4139117378.7536,17.1582,16.8935
2011-12-16,23.23,7.8686,8.4824,38.1260,20.7166,-77.0021,85.7143,50.0000,581162158.0000,-4232262515.5957,17.0506,16.8030
2011-12-19,23.095,6.9827,7.3636,37.0805,20.4032,-80.9935,100.0000,42.8571,538919158.0000,-4265663957.4561,16.9360,16.7189
2011-12-20,23.84,32.4070,15.7528,39.3912,18.4603,-26.2557,92.8571,35.7143,585228658.0000,-4243366790.7895,16.8242,16.6627
2011-12-21,23.68,49.9929,29.7942,48.9617,17.0796,-14.6289,85.7143,28.5714,540006558.0000,-4254329724.1228,16.7278,16.6752
2011-12-22,24.02,79.3014,53.9004,46.8188,15.8726,47.9485,78.5714,21.4286,572008758.0000,-4237387382.9463,16.6146,16.6701
2011-12-23,24.4,84.3193,71.2045,52.5835,15.8388,153.5539,71.4286,14.2857,596841458.0000,-4212554682.9463,16.5951,16.7041
2011-12-26,,,,,,,,,,,,
2011-12-27,24.56,93.7858,85.8021,57.9831,16.7342,170.0666,64.2857,7.1429,620977458.0000,-4210945616.2797,16.6140,16.7726
2011-12-28,24.225,83.8583,87.3211,59.1128,16.5169,90.8114,57.1429,0.0000,597274058.0000,-4229035053.1218,16.6468,16.8375
2011-12-29,24.55,78.5391,85.3944,55.3292,16.3914,91.9664,50.0000,0.0000,619593358.0000,-4211179613.1218,16.7083,16.8703
2011-12-30,24.25,59.4864,73.9613,56.6772,16.4305,62.1595,42.8571,0.0000,597883258.0000,-4232889713.1218,16.7676,16.9060
2012-02-01,,41.0959,52.6798,66.9838,34.3477,28.0638,21.4286,71.4286,1039898358.0000,-3969491659.9750,18.5078,18.4734
2012-03-01,24.54,64.3416,62.5702,56.5583,18.5097,-3.7079,35.7143,42.8571,1063847958.0000,-3882546175.9134,18.9159,18.9308
2012-04-01,25.11,,,,,,,,,,,
2012-05-01,25.4,90.4453,88.3081,63.1129,21.0686,152.3521,64.2857,100.0000,1151696858.0000,-3762037464.2117,19.5791,19.7124
2012-06-01,25.25,46.8568,65.9267,30.3009,28.0078,-121.3795,57.1429,0.0000,836995458.0000,-3843030378.2247,18.3308,18.4097
2012-09-01,25.465,,,,,,,,,,,
2012-10-01,25.59,47.6508,40.7672,35.8409,43.0894,-25.7215,78.5714,0.0000,645280958.0000,-3898677935.6132,16.4650,16.4786
2012-11-01,25.8,72.3500,72.0091,45.4994,30.0781,194.6214,50.0000,28.5714,555425758.0000,-3926792795.4513,15.4750,15.5658
2012-12-01,25.75,,,,,,,,,,,
2012-01-13,25.14,57.8103,74.8462,67.5905,30.2637,18.6271,0.0000,78.5714,741355558.0000,-4172514626.9639,17.6025,17.6467
2012-01-16,,,,,,,,,,,,
2012-01-17,25.04,31.1884,56.8675,54.9745,28.0851,-40.5196,0.0000,71.4286,680916958.0000,-4213275543.2430,17.6549,17.6365
2012-01-18,25.39,19.1359,36.0449,53.8790,26.4914,-23.7015,7.1429,64.2857,743603958.0000,-4174596330.4770,17.6905,17.6218
2012-01-19,25.63,41.1658,30.4967,60.6712,25.9376,47.0752,0.0000,57.1429,808550258.0000,-4130600449.8318,17.7569,17.6593
2012-01-20,26.38,70.0430,43.4482,65.7072,27.8540,169.3605,7.1429,100.0000,909822758.0000,-4048120784.8834,17.8135,17.7345
2012-01-23,26.71,85.1976,65.4688,71.3060,30.4181,211.6159,0.0000,100.0000,979486258.0000,-4024055212.1561,17.8931,17.8569
2012-01-24,26.895,93.4368,82.8925,74.6580,32.8891,156.2871,0.0000,100.0000,1035706658.0000,-3993665806.7507,17.9839,18.0016
2012-01-25,26.9,93.7804,90.8049,75.9089,34.4068,106.4110,0.0000,92.8571,1090464558.0000,-3951076328.9729,18.0629,18.1377
2012-01-26,26.75,91.3499,92.8557,76.9041,35.8895,83.1926,50.0000,100.0000,1028786358.0000,-3966495878.9729,18.1690,18.2630
2012-01-27,26.73,79.1518,88.0940,68.6025,37.1497,63.2641,42.8571,92.8571,978198958.0000,-3960425390.9729,18.2256,18.3288
2012-01-30,26.74,68.9359,79.8125,64.5926,36.0541,41.1944,35.7143,85.7143,1038893058.0000,-3913473351.3503,18.2829,18.3635
2012-01-31,26.42,48.0075,65.3651,68.4199,35.0680,17.8094,28.5714,78.5714,993567758.0000,-3934392720.5811,18.3954,18.4274
2012-01-02,26.55,,,,,,,,,,,
2012-02-02,26.49,32.5002,40.5345,62.6037,33.3095,-26.4050,14.2857,64.2857,1005118058.0000,-3996819038.5464,18.5826,18.4920
2012-03-02,26.74,52.9102,61.0540,53.2635,17.5758,-11.5204,28.5714,35.7143,1093480758.0000,-3879127006.6827,18.9511,18.9325
2012-06-02,26.72,,,,,,,,,,,
2012-07-02,26.64,73.3625,48.3883,50.0150,22.8939,-2.8280,85.7143,42.8571,1084101558.0000,-3646454920.2140,18.9457,18.7820
2012-08-02,26.85,60.8781,66.8431,50.3158,16.9925,80.7678,0.0000,21.4286,959168758.0000,-3686524904.1219,18.1364,18.2091
2012-09-02,26.86,,,,,,,,,,,
2012-10-02,26.695,39.5147,42.8311,38.7699,40.9078,-25.1752,71.4286,0.0000,681662058.0000,-3896537870.9073,16.4350,16.4596
2012-02-13,26.7,59.4316,67.1740,65.6140,29.0215,35.4870,28.5714,85.7143,1041369058.0000,-3937505219.6535,18.7624,18.7472
2012-02-14,26.78,53.3899,61.1018,56.6528,27.3161,22.7738,21.4286,78.5714,1066778358.0000,-3912095919.6535,18.7616,18.7400
2012-02-15,26.58,43.8208,52.2141,63.2941,26.3765,-10.4550,14.2857,71.4286,1030945658.0000,-3932841167.0220,18.7861,18.7738
2012-02-16,26.825,54.2677,50.4928,50.0907,24.3366,4.4137,7.1429,64.2857,1073396358.0000,-3908078258.6886,18.7873,18.7399
2012-02-17,27.37,63.8329,53.9738,59.1619,25.2469,236.5193,0.0000,100.0000,1147650458.0000,-3862215432.2180,18.8011,18.7711
2012-02-20,,,,,,,,,,,,
2012-02-21,27.16,79.4324,65.8443,66.2698,26.0661,141.7654,0.0000,92.8571,1112738658.0000,-3868034065.5514,18.8567,18.8581
2012-02-22,26.73,64.0580,69.1077,59.5884,23.5092,11.5295,7.1429,85.7143,1060764858.0000,-3892783494.1228,18.8871,18.8937
2012-02-23,26.66,43.4783,62.3229,48.9212,21.9196,-71.9626,0.0000,78.5714,1026964758.0000,-3885493276.4758,18.8772,18.8534
2012-02-24,26.7,30.1449,45.8937,52.4156,20.4889,-53.1149,64.2857,71.4286,1066274258.0000,-3868646347.9043,18.8638,18.8461
2012-02-27,26.89,36.7775,36.8002,48.7128,19.8245,12.9829,57.1429,64.2857,1112296658.0000,-3860669131.9043,18.8483,18.8145
2012-02-28,27.24,57.4587,41.4604,55.8216,19.6787,90.7892,50.0000,57.1429,1145117158.0000,-3836053756.9043,18.8554,18.8411
2012-02-29,26.88,65.9102,53.3821,60.5622,19.5474,40.1423,42.8571,50.0000,1103260958.0000,-3870630617.7739,18.9033,18.9038
2012-01-03,26.86,55.5217,64.5157,60.2926,17.4518,86.6534,35.7143,100.0000,642728858.0000,-4250827953.1218,16.8480,16.9593
2012-02-03,26.915,51.1584,41.5848,67.1317,34.0556,154.6241,7.1429,100.0000,1047309658.0000,-4002222322.4701,18.6528,18.5433
2012-05-03,26.54,78.8548,87.2159,75.4723,25.6421,98.5794,50.0000,100.0000,1150912558.0000,-3762476915.2278,19.7794,19.9877
2012-06-03,26.605,,,,,,,,,,,
2012-07-03,26.91,98.3073,74.0134,53.8409,21.1379,35.0319,78.5714,35.7143,1096617058.0000,-3633939420.2140,18.8840,18.8128
2012-08-03,26.84,70.3142,65.4788,61.2461,18.2992,140.7187,42.8571,100.0000,989861358.0000,-3675741017.6355,18.1793,18.3125
2012-09-03,27.07,,,,,,,,,,,
2012-12-03,26.985,14.6682,37.1219,39.6571,34.5003,-34.5666,50.0000,0.0000,343337158.0000,-4300628458.7174,14.2945,14.3896
2012-03-13,27.49,90.1607,84.4503,57.1196,15.3742,191.0158,64.2857,100.0000,1132991158.0000,-3811451045.5769,18.9405,18.9386
2012-03-14,27.46,80.6886,84.4712,62.6937,18.2031,177.9973,57.1429,100.0000,1086155458.0000,-3838214302.7198,18.9545,19.0092
2012-03-15,27.75,82.0519,84.3004,63.4927,20.7492,141.2417,50.0000,92.8571,1120347358.0000,-3820304259.8626,18.9855,19.0734
2012-03-16,27.73,75.0904,79.2770,68.3176,23.3917,116.9030,42.8571,100.0000,1065675258.0000,-3862359721.4011,19.0503,19.1669
2012-03-19,27.74,79.1139,78.7521,63.6446,24.4233,83.4530,35.7143,92.8571,1092612458.0000,-3859366699.1788,19.1031,19.2229
2012-03-20,27.75,72.6779,75.6274,63.3437,25.3517,73.1991,28.5714,85.7143,1115297358.0000,-3856697887.4141,19.2017,19.2674
2012-03-21,27.775,68.3443,73.3787,65.8547,26.1872,71.2394,21.4286,78.5714,1137510258.0000,-3861374287.4141,19.2869,19.3218
2012-03-22,27.895,71.9157,70.9793,63.7744,26.0575,71.0745,14.2857,71.4286,1160905358.0000,-3845548190.3553,19.3383,19.3586
2012-03-23,27.875,74.6875,71.6492,67.7378,26.1776,74.5206,7.1429,100.0000,1136005858.0000,-3839122512.9360,19.4087,19.4155
2012-03-26,28.19,82.9894,76.5309,68.9942,27.6772,198.3058,0.0000,100.0000,1168805558.0000,-3821629339.6026,19.4798,19.4711
2012-03-27,28.19,83.6705,80.4492,72.8538,29.1181,172.1612,0.0000,100.0000,1168805558.0000,-3818148611.0312,19.5586,19.5461
2012-03-28,27.8,68.3085,78.3228,68.3336,27.7344,41.9261,0.0000,92.8571,1133653558.0000,-3853300611.0312,19.6065,19.5933
2012-03-29,28.16,65.0844,72.3545,55.1902,25.4323,51.6930,0.0000,85.7143,1173269558.0000,-3816791748.2861,19.6241,19.5833
2012-03-30,28.115,55.2458,62.8796,67.0501,25.0243,110.6322,0.0000,100.0000,1130245158.0000,-3840805366.8908,19.6643,19.6570
2012-02-04,28.38,,,,,,,,,,,
2012-03-04,28.11,,,,,,,,,,,
2012-04-04,27.93,62.0865,68.7946,52.2096,22.1929,-85.2373,0.0000,85.7143,1094101058.0000,-3812229481.0434,19.7431,19.7022
2012-05-04,28.07,48.8808,73.3611,55.3570,24.6325,0.8726,42.8571,92.8571,1116338958.0000,-3789367493.0056,19.8363,20.0056
2012-06-04,,22.5518,47.8557,28.8966,29.5011,-134.9877,100.0000,0.0000,797091758.0000,-3852238924.3786,18.2627,18.3225
2012-09-04,27.76,40.4114,30.5498,41.4301,37.6801,-70.3356,85.7143,0.0000,754477258.0000,-3751351865.4566,17.9930,17.9774
2012-10-04,27.45,27.5547,33.5623,33.5003,39.7057,-153.0353,100.0000,0.0000,578909258.0000,-3927812527.3359,16.3527,16.3879
2012-11-04,27.85,,,,,,,,,,,
2012-12-04,28.48,38.0129,30.6719,34.6315,32.4272,68.1335,42.8571,0.0000,401279558.0000,-4263914047.0810,14.2685,14.3528
2012-04-13,28.09,73.8086,52.6066,62.9464,19.7185,55.7251,78.5714,92.8571,1086137758.0000,-3817385653.3513,19.7079,19.6822
2012-04-16,28.405,81.6461,70.0773,60.2348,20.0799,98.7016,71.4286,100.0000,1123617758.0000,-3806415897.2538,19.6988,19.7213
2012-04-17,28.47,73.8618,76.4388,63.8842,21.4092,129.6326,64.2857,100.0000,1184905758.0000,-3847826708.0646,19.7276,19.7777
2012-04-18,27.95,65.8151,73.7744,43.5499,20.9376,-46.8724,57.1429,92.8571,1112656658.0000,-3811146395.7569,19.6762,19.7124
2012-04-19,27.69,42.9405,60.8725,49.5029,20.5857,-66.9851,50.0000,85.7143,1069620758.0000,-3821077757.2954,19.6762,19.6961
2012-04-20,27.6,22.5727,43.7761,46.6742,20.2690,-61.7214,42.8571,78.5714,1031562258.0000,-3853427482.2954,19.6657,19.6635
2012-04-23,27.45,14.7014,26.7382,40.0608,21.2203,-110.6309,100.0000,71.4286,993771058.0000,-3843313694.5627,19.6375,19.5870
2012-04-24,27.31,11.1645,16.1462,40.5409,21.8818,-109.2830,100.0000,64.2857,958760458.0000,-3864709061.2293,19.6129,19.5269
2012-04-25,27.86,31.4981,19.1213,42.5821,20.5990,-41.5361,92.8571,57.1429,999615058.0000,-3831149925.5151,19.5953,19.4880
2012-04-26,28.22,57.8133,33.4920,51.2038,19.4918,39.7173,85.7143,50.0000,1046259958.0000,-3798074450.9696,19.5833,19.5035
2012-04-27,28.38,84.5887,57.9667,57.1869,19.4041,83.4157,78.5714,42.8571,1079570158.0000,-3788003925.3882,19.5664,19.5559
2012-04-30,28.395,89.8904,77.4308,62.3202,19.3644,95.2634,71.4286,35.7143,1108380658.0000,-3792613605.3882,19.5776,19.6385
2012-01-05,28.95,81.4774,65.7127,67.3249,21.5413,174.3455,21.4286,100.0000,739723458.0000,-4167530201.3487,17.0401,17.0894
2012-02-05,29.18,,,,,,,,,,,
2012-03-05,28.56,40.6967,52.6495,53.4519,17.4365,-116.3940,21.4286,28.5714,1061148558.0000,-3890296312.1372,18.9547,18.9351
2012-04-05,27.9,50.1760,60.1416,52.2096,20.5633,-35.0244,7.1429,78.5714,1116134858.0000,-3794602441.0434,19.7530,19.6877
2012-07-05,27.76,90.9787,87.5495,55.4641,20.2071,29.5302,71.4286,28.5714,1076292558.0000,-3638696218.0863,18.8365,18.8496
2012-08-05,27.37,,,,,,,,,,,
2012-09-05,27.19,44.8548,40.0178,32.7333,38.5053,-96.1268,78.5714,7.1429,715881458.0000,-3763781021.3888,17.8549,17.8823
2012-10-05,27.24,25.3486,28.8403,36.0183,37.4703,-8.5851,92.8571,7.1429,617253858.0000,-3941811349.5581,16.3126,16.3555
2012-11-05,27.63,62.7678,65.0582,54.2710,26.8645,93.1475,35.7143,92.8571,552485558.0000,-3989564214.2206,15.5856,15.6962
2012-05-14,27.015,41.2298,34.0230,43.7668,18.8355,-85.2969,78.5714,50.0000,1016995458.0000,-3780362366.2778,19.7735,19.5812
2012-05-15,26.88,34.8205,38.5797,39.4644,18.1229,-84.3628,71.4286,42.8571,981283358.0000,-3806108298.8359,19.6875,19.5092
2012-05-16,26.495,11.0864,29.0455,37.5503,18.5203,-112.9116,100.0000,35.7143,936654058.0000,-3849845012.8359,19.5670,19.4323
2012-05-17,26.19,3.7253,16.5440,32.1117,19.7053,-152.8205,100.0000,28.5714,905150858.0000,-3881348212.8359,19.3691,19.3126
2012-05-18,26.07,0.6080,5.1399,29.6200,21.1352,-139.6553,100.0000,21.4286,861705958.0000,-3921451197.4513,19.2216,19.1850
2012-05-21,26.15,10.4726,4.9353,27.7478,23.2992,-129.7428,100.0000,14.2857,903095358.0000,-3886554252.3532,19.0960,19.0574
2012-05-22,26.03,19.3784,10.1530,33.2196,24.7518,-98.5405,92.8571,7.1429,857057658.0000,-3886098433.5414,19.0102,18.9801
2012-05-23,25.44,28.8463,19.5658,25.1557,27.7250,-148.1219,100.0000,0.0000,795088058.0000,-3838833484.3888,18.8960,18.8137
2012-05-24,25.65,33.6150,27.2799,27.5967,29.0733,-95.1674,92.8571,0.0000,832217258.0000,-3822243841.8356,18.7705,18.6904
2012-05-25,25.74,44.8072,35.7562,31.3295,29.9457,-67.3771,85.7143,0.0000,851339458.0000,-3818146227.5499,18.6613,18.6089
2012-05-28,,,,,,,,,,,,
2012-05-29,26.09,62.7027,47.0416,38.8076,28.6268,-0.6022,78.5714,21.4286,886392258.0000,-3818146227.5499,18.5684,18.5835
2012-05-30,26.13,76.7647,61.4249,36.8566,27.6162,9.7133,71.4286,14.2857,919482058.0000,-3795237904.4730,18.4868,18.5446
2012-05-31,25.84,74.1584,71.2086,35.1725,27.0144,-13.6993,64.2857,7.1429,877241858.0000,-3805512547.7162,18.4066,18.4974
2012-01-06,25.14,92.3538,77.9901,69.4616,23.7026,126.8885,14.2857,92.8571,703379958.0000,-4159143239.8103,17.1281,17.1843
2012-04-06,25.04,,,,,,,,,,,
2012-05-06,25.43,,,,,,,,,,,
2012-06-06,26.07,51.3559,31.1785,38.6610,27.7658,55.9404,85.7143,0.0000,860136658.0000,-3807628461.1175,18.1364,18.1971
2012-07-06,25.94,67.4026,85.5629,47.7877,20.6926,-39.2559,64.2857,21.4286,1043777258.0000,-3645541544.4021,18.7606,18.8320
2012-08-06,26.41,73.2605,68.1509,60.6361,20.0974,154.3297,35.7143,100.0000,1014474558.0000,-3685312817.6355,18.2783,18.3932
2012-11-06,25.985,47.2020,56.6755,48.5829,24.6600,51.7991,28.5714,85.7143,502625058.0000,-4012473092.5989,15.6059,15.6977
2012-12-06,26.52,77.6449,56.7150,45.7923,27.8788,145.9030,28.5714,14.2857,401723758.0000,-4265058804.2239,14.3068,14.3785
2012-06-13,26.54,73.0810,76.8423,54.3032,20.3028,114.3889,50.0000,100.0000,888940158.0000,-3817343279.9259,18.3265,18.4837
2012-06-14,26.98,84.0674,79.8266,55.8387,20.9458,117.4500,42.8571,100.0000,927241358.0000,-3788617379.9259,18.3832,18.5507
2012-06-15,27.34,84.8707,80.6730,61.1563,22.5925,147.5177,35.7143,100.0000,979080258.0000,-3755292372.7831,18.4981,18.6622
2012-06-18,27.42,91.4841,86.8074,64.1034,24.4974,140.2601,28.5714,100.0000,1009512558.0000,-3754512057.3984,18.6407,18.7883
2012-06-19,27.51,90.5871,88.9806,67.1778,26.2629,115.5617,21.4286,100.0000,1039572758.0000,-3743437246.8721,18.8216,18.9301
2012-06-20,27.64,90.0825,90.7179,64.9128,28.1708,104.8124,14.2857,100.0000,1067737658.0000,-3732019044.1694,18.9613,19.0320
2012-06-21,26.71,63.7330,81.4675,65.2677,25.7863,12.4345,7.1429,92.8571,1020166558.0000,-3769881756.4143,19.0421,19.1192
2012-06-22,26.935,43.0033,65.6063,52.8061,23.6402,-16.1099,0.0000,85.7143,1120527258.0000,-3686824625.3798,19.1131,19.1093
2012-06-25,26.05,15.4572,40.7312,48.2562,23.5908,-131.0185,0.0000,78.5714,1078739458.0000,-3710160669.5357,19.1166,19.0651
2012-06-26,26.005,16.9279,25.1295,41.9458,23.9252,-143.3558,0.0000,71.4286,1043804058.0000,-3710807621.3875,19.1194,18.9722
2012-06-27,26.22,16.0736,16.1529,41.2645,23.9350,-97.2566,92.8571,64.2857,1067446158.0000,-3707430178.5304,19.0946,18.8898
2012-06-28,25.83,21.4319,18.1445,39.6886,25.5072,-114.9055,100.0000,57.1429,1027279558.0000,-3694964681.9787,19.0535,18.8081
2012-06-29,26.65,50.3705,29.2920,45.5678,24.2888,-23.0800,92.8571,50.0000,1062361858.0000,-3659882381.9787,19.0010,18.7774
2012-02-07,26.665,68.7318,60.9724,65.0467,32.3181,54.5668,0.0000,85.7143,977435758.0000,-3954372589.3760,18.6910,18.6032
2012-03-07,26.86,43.8330,40.4736,47.8664,16.2979,6.2053,92.8571,14.2857,1131066158.0000,-3836974247.3116,18.8440,18.8276
2012-04-07,,,,,,,,,,,,
2012-05-07,26.55,19.7846,49.1734,47.9543,22.8764,-47.9863,35.7143,85.7143,1078953058.0000,-3801829459.6722,19.8859,19.9571
2012-06-07,26.155,69.9122,46.9653,54.3378,25.1615,87.1980,78.5714,0.0000,830602458.0000,-3831693364.8212,18.2003,18.2891
2012-09-07,26.17,47.4537,47.9882,30.3016,37.2563,-124.3808,100.0000,0.0000,669786958.0000,-3765486704.8127,17.6496,17.7131
2012-10-07,25.56,,,,,,,,,,,
2012-11-07,25.39,29.6390,46.5363,45.1388,25.1433,-129.2121,100.0000,78.5714,431664958.0000,-4081249804.9066,15.6318,15.6740
2012-12-07,24.74,76.4914,69.5412,54.6777,25.8731,130.4619,21.4286,7.1429,360022558.0000,-4275168186.0421,14.3646,14.4357
2012-07-13,25.25,15.5164,13.5578,25.6931,29.1481,-103.9144,92.8571,0.0000,972471258.0000,-3684246788.1776,18.4542,18.2960
2012-07-16,25.13,20.6391,14.5231,36.0073,30.3716,-80.9741,85.7143,42.8571,935486758.0000,-3690212030.1131,18.3794,18.2224
2012-07-17,25.38,43.3498,26.5018,38.3319,29.6738,-51.4834,78.5714,35.7143,999118258.0000,-3670572678.2612,18.2957,18.1757
2012-07-18,26.21,61.7406,41.9098,36.4253,27.2653,36.0431,71.4286,28.5714,1066621758.0000,-3623763681.9109,18.1875,18.1201
2012-07-19,26.06,79.2243,61.4382,56.8355,25.0977,77.7645,64.2857,21.4286,1030065958.0000,-3627212342.2882,18.1549,18.2235
2012-07-20,25.52,69.6398,70.2016,49.4977,23.1779,24.9318,57.1429,14.2857,981221958.0000,-3672148822.2882,18.1145,18.2462
2012-07-23,25.26,49.7945,66.2195,39.7552,23.4183,-60.5337,50.0000,7.1429,944843758.0000,-3648762836.5739,18.0436,18.1591
2012-07-24,25.005,28.0868,49.1737,41.9237,23.6592,-74.8505,42.8571,0.0000,911206158.0000,-3648762836.5739,17.9968,18.1058
2012-07-25,25.13,21.1267,33.0027,39.9820,22.6074,-26.1668,35.7143,0.0000,945613758.0000,-3666130482.2882,17.9577,18.0403
2012-07-26,25.5,31.2209,26.8115,48.8139,20.5041,31.1039,28.5714,0.0000,983421958.0000,-3679497017.6418,17.9882,18.0603
2012-07-27,26.02,58.8554,37.0677,50.1021,19.1015,75.3549,21.4286,50.0000,1016765958.0000,-3651710350.9751,18.0507,18.0882
2012-07-30,25.76,74.5219,54.8661,54.3566,18.2737,67.6517,14.2857,42.8571,990887858.0000,-3669625958.6674,18.1041,18.1497
2012-07-31,25.7,74.4071,69.2615,50.8255,17.5288,44.2475,7.1429,35.7143,964270958.0000,-3696242858.6674,18.1346,18.1716
2012-01-08,25.93,,,,,,,,,,,
2012-02-08,25.91,70.2186,67.3257,65.6003,32.6401,138.1743,0.0000,100.0000,1014507858.0000,-3944616773.5865,18.6931,18.6336
2012-03-08,26.23,62.8469,47.8570,55.0199,14.8644,25.5831,85.7143,7.1429,1093804558.0000,-3851107957.6564,18.8778,18.8608
2012-06-08,26.31,87.2548,69.5076,46.7704,22.9894,99.6820,71.4286,0.0000,857352958.0000,-3810887420.3767,18.2222,18.3012
2012-07-08,26.5,,,,,,,,,,,
2012-08-08,26.6,84.9037,80.7551,64.1080,23.9064,109.5062,21.4286,100.0000,1068586758.0000,-3674548409.4850,18.5041,18.5726
2012-09-08,26.7,,,,,,,,,,,
2012-10-08,26.88,33.3663,28.7565,35.2762,36.2996,-107.8324,85.7143,0.0000,587555658.0000,-3941811349.5581,16.2905,16.3237
2012-08-13,26.69,80.4212,84.7739,68.0927,28.3174,64.9979,0.0000,92.8571,1096362658.0000,-3649411056.9949,18.7550,18.8135
2012-08-14,26.48,64.0476,77.6355,68.7262,28.5627,41.3692,0.0000,85.7143,1068892258.0000,-3664104526.7624,18.8451,18.8785
2012-08-15,26.27,35.4225,59.9638,52.2894,27.2978,-35.4444,0.0000,78.5714,1042811258.0000,-3675282098.1909,18.8894,18.8576
2012-08-16,26.59,32.5352,44.0018,56.5439,27.0575,7.3297,0.0000,71.4286,1068510958.0000,-3659530669.1587,18.9551,18.8678
2012-08-17,26.33,29.8269,32.5949,59.0553,25.8553,-81.6471,14.2857,64.2857,1038134058.0000,-3672549340.5873,18.9780,18.8930
2012-08-20,26.23,32.1743,31.5121,50.3506,23.9784,-151.5601,7.1429,57.1429,1012533258.0000,-3669210105.8047,18.9780,18.8682
2012-08-21,26.11,19.4556,27.1522,52.7811,21.6354,-129.5497,0.0000,50.0000,980871958.0000,-3679160800.0904,18.9687,18.8621
2012-08-22,25.73,14.5208,22.0502,43.3497,21.4364,-172.5588,0.0000,42.8571,947252558.0000,-3699332440.0904,18.9265,18.8000
2012-08-23,25.04,10.5744,14.8502,38.0299,23.8338,-213.8258,100.0000,35.7143,895854958.0000,-3733466724.0598,18.8507,18.7088
